[1863304] ['3/8', '5/2', '7/3', '9/2', '9/8'] -> (9/8 / (3/8 / ((7/3 * 9/2) - 5/2)))
[1891849] ['4/3', '4/7', '5/6', '9/2', '9/4'] -> ((4/3 + ((5/6 + 9/2) / 4/7)) * 9/4)
[1891866] ['4/3', '4/7', '5/7', '5/7', '6/5'] -> ((5/7 * 6/5) / (4/7 - (5/7 / 4/3)))
[1891882] ['4/3', '4/7', '5/7', '5/7', '9/7'] -> ((5/7 + 9/7) / (4/3 - (5/7 / 4/7)))
[1891900] ['4/3', '4/7', '5/7', '5/8', '9/4'] -> ((4/3 / (4/7 - (5/7 * 5/8))) * 9/4)
[1891903] ['4/3', '4/7', '5/7', '5/8', '9/8'] -> (9/8 / ((5/7 - 5/8) / (4/3 + 4/7)))
[1891905] ['4/3', '4/7', '5/7', '5/9', '6/5'] -> ((4/7 / (5/9 - (5/7 / 4/3))) / 6/5)
[1891928] ['4/3', '4/7', '5/7', '6/5', '7/5'] -> ((6/5 / (4/7 - (5/7 / 4/3))) / 7/5)
[1891932] ['4/3', '4/7', '5/7', '6/5', '8/3'] -> ((4/3 / ((5/7 / 4/7) - 6/5)) - 8/3)
[1891941] ['4/3', '4/7', '5/7', '6/7', '6/7'] -> ((4/3 * 6/7) / (5/7 - (4/7 / 6/7)))
[1891943] ['4/3', '4/7', '5/7', '6/7', '7/3'] -> ((6/7 / (4/3 - (5/7 / 4/7))) * 7/3)
[1891946] ['4/3', '4/7', '5/7', '6/7', '7/6'] -> ((4/3 / (5/7 - (4/7 / 6/7))) / 7/6)
[1891951] ['4/3', '4/7', '5/7', '6/7', '8/7'] -> (8/7 / ((4/7 / 6/7) - (4/3 - 5/7)))
[1891955] ['4/3', '4/7', '5/7', '6/7', '9/5'] -> (((4/3 + 4/7) / (6/7 - 5/7)) * 9/5)
[1891956] ['4/3', '4/7', '5/7', '6/7', '9/7'] -> (9/7 / (((5/7 / 4/3) / 6/7) - 4/7))
[1891960] ['4/3', '4/7', '5/7', '7/2', '7/4'] -> ((7/2 / (4/3 - (5/7 / 4/7))) / 7/4)
[1891969] ['4/3', '4/7', '5/7', '7/2', '9/2'] -> (((4/7 + (4/3 * 5/7)) * 7/2) * 9/2)
[1891970] ['4/3', '4/7', '5/7', '7/2', '9/4'] -> ((((4/3 / 4/7) + 5/7) * 7/2) * 9/4)
[1891977] ['4/3', '4/7', '5/7', '7/3', '7/6'] -> ((7/3 / (4/3 - (5/7 / 4/7))) / 7/6)
[1891981] ['4/3', '4/7', '5/7', '7/3', '8/5'] -> (((7/3 / (5/7 - 4/7)) - 4/3) * 8/5)
[1891992] ['4/3', '4/7', '5/7', '7/4', '7/8'] -> ((7/4 / (4/3 - (5/7 / 4/7))) / 7/8)
[1892016] ['4/3', '4/7', '5/7', '7/6', '7/6'] -> ((4/3 / (5/7 - (4/7 * 7/6))) / 7/6)
[1892019] ['4/3', '4/7', '5/7', '7/6', '8/3'] -> (8/3 / (4/3 * ((5/7 / 4/7) - 7/6)))
[1892021] ['4/3', '4/7', '5/7', '7/6', '8/7'] -> (8/7 / ((4/7 * 7/6) - (4/3 - 5/7)))
[1892025] ['4/3', '4/7', '5/7', '7/6', '9/5'] -> (9/5 / ((7/6 / 4/3) - (4/7 / 5/7)))
[1892026] ['4/3', '4/7', '5/7', '7/6', '9/7'] -> (9/7 / (((5/7 * 7/6) / 4/3) - 4/7))
[1892033] ['4/3', '4/7', '5/7', '7/8', '8/9'] -> ((4/3 / ((5/7 * 7/8) - 4/7)) - 8/9)
[1892035] ['4/3', '4/7', '5/7', '7/8', '9/4'] -> (((4/3 / (5/7 - 4/7)) / 7/8) * 9/4)
[1892052] ['4/3', '4/7', '5/7', '8/3', '8/9'] -> (((4/3 * 8/3) / (5/7 - 4/7)) - 8/9)
[1892053] ['4/3', '4/7', '5/7', '8/3', '9/2'] -> ((((4/3 + 4/7) / 5/7) + 8/3) * 9/2)
[1892058] ['4/3', '4/7', '5/7', '8/5', '8/5'] -> (8/5 / (((4/3 * 5/7) / 4/7) - 8/5))
[1892062] ['4/3', '4/7', '5/7', '8/5', '9/4'] -> ((4/3 / (4/7 - (5/7 / 8/5))) * 9/4)
[1892067] ['4/3', '4/7', '5/7', '8/7', '8/9'] -> ((4/3 / ((5/7 / 8/7) - 4/7)) - 8/9)
[1892069] ['4/3', '4/7', '5/7', '8/7', '9/4'] -> (((4/3 * 8/7) / (5/7 - 4/7)) * 9/4)
[1892075] ['4/3', '4/7', '5/7', '8/9', '9/4'] -> ((8/9 / (4/3 - (5/7 / 4/7))) * 9/4)
[1892087] ['4/3', '4/7', '5/7', '9/4', '9/8'] -> ((9/4 / (4/3 - (5/7 / 4/7))) / 9/8)
[1892098] ['4/3', '4/7', '5/8', '5/8', '7/2'] -> ((4/7 * 7/2) / ((4/3 - 5/8) - 5/8))
[1892107] ['4/3', '4/7', '5/8', '5/8', '8/7'] -> ((8/7 / 4/7) / ((4/3 - 5/8) - 5/8))
[1892120] ['4/3', '4/7', '5/8', '5/9', '7/5'] -> (((4/3 / (5/8 - 5/9)) / 4/7) / 7/5)
[1892122] ['4/3', '4/7', '5/8', '5/9', '7/8'] -> (7/8 / ((5/8 - 5/9) / (4/3 + 4/7)))
[1892135] ['4/3', '4/7', '5/8', '6/5', '7/2'] -> (((4/7 / (4/3 - 6/5)) / 5/8) * 7/2)
[1892144] ['4/3', '4/7', '5/8', '6/5', '8/7'] -> (8/7 / ((4/7 * 5/8) * (4/3 - 6/5)))
[1892151] ['4/3', '4/7', '5/8', '6/7', '6/7'] -> (6/7 / (((4/3 - 5/8) * 6/7) - 4/7))
[1892160] ['4/3', '4/7', '5/8', '6/7', '8/5'] -> ((4/7 / ((6/7 / 5/8) - 4/3)) * 8/5)
[1892161] ['4/3', '4/7', '5/8', '6/7', '8/7'] -> (8/7 / (4/3 * (4/7 - (5/8 * 6/7))))
[1892166] ['4/3', '4/7', '5/8', '6/7', '9/7'] -> (9/7 / ((4/7 + 5/8) - (4/3 * 6/7)))
[1892167] ['4/3', '4/7', '5/8', '6/7', '9/8'] -> (9/8 / (((5/8 - 4/7) / 4/3) / 6/7))
[1892168] ['4/3', '4/7', '5/8', '7/2', '7/2'] -> (7/2 / ((4/3 / 4/7) - (5/8 * 7/2)))
[1892170] ['4/3', '4/7', '5/8', '7/2', '7/4'] -> (7/4 / (7/2 - ((4/3 + 5/8) / 4/7)))
[1892175] ['4/3', '4/7', '5/8', '7/2', '8/3'] -> ((4/3 * (5/8 + (7/2 / 4/7))) * 8/3)
[1892179] ['4/3', '4/7', '5/8', '7/2', '9/2'] -> (((4/3 + (4/7 * 7/2)) / 5/8) * 9/2)
[1892180] ['4/3', '4/7', '5/8', '7/2', '9/4'] -> ((((4/3 + 4/7) * 7/2) / 5/8) * 9/4)
[1892208] ['4/3', '4/7', '5/8', '7/4', '9/2'] -> ((((4/3 + 4/7) * 7/4) / 5/8) * 9/2)
[1892213] ['4/3', '4/7', '5/8', '7/5', '7/5'] -> (7/5 / (((4/3 * 5/8) / 4/7) - 7/5))
[1892222] ['4/3', '4/7', '5/8', '7/5', '9/4'] -> ((4/3 / (4/7 - (5/8 / 7/5))) * 9/4)
[1892236] ['4/3', '4/7', '5/8', '7/6', '9/7'] -> (9/7 / ((4/7 + 5/8) - (4/3 / 7/6)))
[1892237] ['4/3', '4/7', '5/8', '7/6', '9/8'] -> (9/8 / (((5/8 - 4/7) * 7/6) / 4/3))
[1892241] ['4/3', '4/7', '5/8', '7/8', '8/5'] -> (((7/8 / (5/8 - 4/7)) - 4/3) * 8/5)
[1892245] ['4/3', '4/7', '5/8', '7/8', '9/4'] -> ((4/3 / (5/8 - (4/7 * 7/8))) * 9/4)
[1892263] ['4/3', '4/7', '5/8', '8/3', '9/2'] -> ((((8/3 / 4/7) - 4/3) / 5/8) * 9/2)
[1892271] ['4/3', '4/7', '5/8', '8/5', '9/2'] -> ((((4/3 / 4/7) / 5/8) + 8/5) * 9/2)
[1892277] ['4/3', '4/7', '5/8', '8/7', '8/9'] -> ((4/3 / ((4/7 + 5/8) - 8/7)) - 8/9)
[1892278] ['4/3', '4/7', '5/8', '8/7', '9/2'] -> (((4/3 + (8/7 / 4/7)) / 5/8) * 9/2)
[1892279] ['4/3', '4/7', '5/8', '8/7', '9/4'] -> ((4/3 / (5/8 - (4/7 / 8/7))) * 9/4)
[1892289] ['4/3', '4/7', '5/8', '9/2', '9/2'] -> (((4/3 + 9/2) / (5/8 / 4/7)) * 9/2)
[1892302] ['4/3', '4/7', '5/8', '9/7', '9/8'] -> (((4/7 + 5/8) / (4/3 - 9/7)) - 9/8)
[1892319] ['4/3', '4/7', '5/9', '5/9', '9/4'] -> (((5/9 / (4/7 - 5/9)) / 4/3) - 9/4)
[1892349] ['4/3', '4/7', '5/9', '6/7', '8/3'] -> (8/3 / ((4/3 - (4/7 / 6/7)) - 5/9))
[1892351] ['4/3', '4/7', '5/9', '6/7', '8/7'] -> (8/7 / ((5/9 * 6/7) - (4/7 / 4/3)))
[1892394] ['4/3', '4/7', '5/9', '7/4', '8/3'] -> (8/3 / ((4/7 / 4/3) - (5/9 / 7/4)))
[1892397] ['4/3', '4/7', '5/9', '7/4', '8/9'] -> (8/9 / ((4/3 * (4/7 - 5/9)) * 7/4))
[1892419] ['4/3', '4/7', '5/9', '7/6', '8/3'] -> (8/3 / ((4/3 - (4/7 * 7/6)) - 5/9))
[1892421] ['4/3', '4/7', '5/9', '7/6', '8/7'] -> (8/7 / ((5/9 / 7/6) - (4/7 / 4/3)))
[1892428] ['4/3', '4/7', '5/9', '7/8', '7/8'] -> ((4/3 / ((5/9 / 7/8) - 4/7)) / 7/8)
[1892432] ['4/3', '4/7', '5/9', '7/8', '8/7'] -> ((4/3 / ((5/9 / 7/8) - 4/7)) * 8/7)
[1892444] ['4/3', '4/7', '5/9', '7/9', '9/2'] -> (((4/3 / (4/7 - 5/9)) / 7/9) / 9/2)
[1892449] ['4/3', '4/7', '5/9', '8/3', '8/3'] -> ((((4/3 / 4/7) + 8/3) / 5/9) * 8/3)
[1892451] ['4/3', '4/7', '5/9', '8/3', '8/7'] -> ((8/3 / (5/9 - (4/7 / 4/3))) * 8/7)
[1892466] ['4/3', '4/7', '5/9', '8/7', '8/7'] -> ((4/3 / ((5/9 * 8/7) - 4/7)) * 8/7)
[1892473] ['4/3', '4/7', '5/9', '8/9', '8/9'] -> ((4/3 / ((5/9 / 8/9) - 4/7)) - 8/9)
[1892482] ['4/3', '4/7', '5/9', '9/2', '9/7'] -> (9/7 / (((4/7 - 5/9) * 9/2) / 4/3))
[1892484] ['4/3', '4/7', '5/9', '9/4', '9/4'] -> ((5/9 / ((4/3 / 9/4) - 4/7)) - 9/4)
[1892504] ['4/3', '4/7', '6/5', '6/5', '8/5'] -> (8/5 / ((6/5 + 6/5) - (4/3 / 4/7)))
[1892512] ['4/3', '4/7', '6/5', '6/7', '6/7'] -> (6/7 / (4/7 - ((6/7 / 4/3) / 6/5)))
[1892553] ['4/3', '4/7', '6/5', '7/3', '8/7'] -> (8/7 / (7/3 - ((4/3 + 4/7) * 6/5)))
[1892555] ['4/3', '4/7', '6/5', '7/3', '9/2'] -> ((((4/3 + 4/7) * 6/5) * 7/3) * 9/2)
[1892565] ['4/3', '4/7', '6/5', '7/4', '8/3'] -> (8/3 / ((4/3 / 6/5) - (4/7 * 7/4)))
[1892580] ['4/3', '4/7', '6/5', '7/5', '8/7'] -> (8/7 / ((4/7 * (4/3 + 6/5)) - 7/5))
[1892617] ['4/3', '4/7', '6/5', '7/9', '9/5'] -> ((6/5 / ((7/9 / 4/7) - 4/3)) / 9/5)
[1892620] ['4/3', '4/7', '6/5', '8/3', '8/3'] -> (8/3 / ((4/3 / 4/7) - (8/3 / 6/5)))
[1892630] ['4/3', '4/7', '6/5', '8/5', '8/7'] -> (((8/5 / (4/3 - 6/5)) / 4/7) * 8/7)
[1892644] ['4/3', '4/7', '6/5', '8/9', '8/9'] -> (8/9 / (4/3 - ((8/9 / 4/7) / 6/5)))
[1892665] ['4/3', '4/7', '6/7', '6/7', '6/7'] -> ((6/7 + 6/7) / ((6/7 / 4/3) - 4/7))
[1892670] ['4/3', '4/7', '6/7', '6/7', '7/6'] -> ((4/7 / 6/7) / ((7/6 / 6/7) - 4/3))
[1892672] ['4/3', '4/7', '6/7', '6/7', '7/9'] -> ((4/3 * (4/7 + 6/7)) / (6/7 - 7/9))
[1892675] ['4/3', '4/7', '6/7', '6/7', '8/7'] -> (8/7 / (4/3 - ((6/7 * 6/7) / 4/7)))
[1892677] ['4/3', '4/7', '6/7', '6/7', '9/2'] -> ((((4/3 + 6/7) + 6/7) / 4/7) * 9/2)
[1892678] ['4/3', '4/7', '6/7', '6/7', '9/4'] -> ((4/7 + 6/7) / ((9/4 - 4/3) - 6/7))
[1892687] ['4/3', '4/7', '6/7', '7/2', '7/8'] -> ((7/2 / ((6/7 / 4/7) - 4/3)) / 7/8)
[1892691] ['4/3', '4/7', '6/7', '7/2', '8/7'] -> ((7/2 / ((6/7 / 4/7) - 4/3)) * 8/7)
[1892704] ['4/3', '4/7', '6/7', '7/3', '8/3'] -> (8/3 / (7/3 - ((4/3 + 4/7) / 6/7)))
[1892718] ['4/3', '4/7', '6/7', '7/4', '8/3'] -> (8/3 / (4/7 * (7/4 - (4/3 / 6/7))))
[1892737] ['4/3', '4/7', '6/7', '7/5', '9/5'] -> ((4/3 / ((6/7 / 4/7) - 7/5)) * 9/5)
[1892740] ['4/3', '4/7', '6/7', '7/6', '7/6'] -> ((4/7 / ((7/6 / 6/7) - 4/3)) * 7/6)
[1892758] ['4/3', '4/7', '6/7', '7/8', '9/2'] -> (((4/3 / (6/7 - 4/7)) / 7/8) * 9/2)
[1892763] ['4/3', '4/7', '6/7', '7/9', '7/9'] -> ((6/7 / ((7/9 / 4/7) - 4/3)) * 7/9)
[1892771] ['4/3', '4/7', '6/7', '7/9', '9/7'] -> ((6/7 / ((7/9 / 4/7) - 4/3)) / 9/7)
[1892775] ['4/3', '4/7', '6/7', '8/3', '8/7'] -> (8/7 / ((4/3 / 4/7) - (6/7 * 8/3)))
[1892783] ['4/3', '4/7', '6/7', '8/5', '8/7'] -> (8/7 / (4/3 * (4/7 - (6/7 / 8/5))))
[1892787] ['4/3', '4/7', '6/7', '8/5', '9/5'] -> ((4/3 / (8/5 - (6/7 / 4/7))) * 9/5)
[1892798] ['4/3', '4/7', '6/7', '8/9', '9/2'] -> ((8/9 / ((6/7 / 4/7) - 4/3)) * 9/2)
[1892807] ['4/3', '4/7', '6/7', '9/2', '9/8'] -> ((9/2 / ((6/7 / 4/7) - 4/3)) / 9/8)
[1892822] ['4/3', '4/7', '7/2', '7/2', '7/6'] -> ((4/7 * (7/2 + 7/2)) / (4/3 - 7/6))
[1892827] ['4/3', '4/7', '7/2', '7/2', '8/7'] -> (8/7 / (((7/2 - 4/3) / 7/2) - 4/7))
[1892831] ['4/3', '4/7', '7/2', '7/2', '9/5'] -> (((4/3 + 4/7) * (7/2 + 7/2)) * 9/5)
[1892840] ['4/3', '4/7', '7/2', '7/3', '8/3'] -> ((((4/3 + 4/7) * 7/2) + 7/3) * 8/3)
[1892858] ['4/3', '4/7', '7/2', '7/4', '9/2'] -> ((4/3 / ((4/7 * 7/2) - 7/4)) * 9/2)
[1892861] ['4/3', '4/7', '7/2', '7/4', '9/7'] -> ((4/3 / (4/7 - (7/4 / 7/2))) * 9/7)
[1892871] ['4/3', '4/7', '7/2', '7/5', '9/2'] -> ((7/2 * (4/7 + (4/3 / 7/5))) * 9/2)
[1892909] ['4/3', '4/7', '7/2', '8/3', '8/3'] -> ((7/2 * (4/7 + (8/3 / 4/3))) * 8/3)
[1892910] ['4/3', '4/7', '7/2', '8/3', '8/5'] -> ((((7/2 * 8/3) / 4/7) - 4/3) * 8/5)
[1892921] ['4/3', '4/7', '7/2', '8/5', '9/2'] -> (((4/3 + (4/7 * 7/2)) * 8/5) * 9/2)
[1892922] ['4/3', '4/7', '7/2', '8/5', '9/4'] -> ((((4/3 + 4/7) * 7/2) * 8/5) * 9/4)
[1892929] ['4/3', '4/7', '7/2', '8/7', '9/4'] -> ((7/2 * ((4/3 + 4/7) + 8/7)) * 9/4)
[1892939] ['4/3', '4/7', '7/2', '9/2', '9/2'] -> ((4/7 * ((4/3 + 7/2) + 9/2)) * 9/2)
[1892971] ['4/3', '4/7', '7/3', '7/4', '7/6'] -> (7/6 / ((4/3 * 7/3) - (7/4 / 4/7)))
[1892998] ['4/3', '4/7', '7/3', '7/6', '7/9'] -> ((4/3 / (4/7 - (7/6 / 7/3))) / 7/9)
[1893006] ['4/3', '4/7', '7/3', '7/6', '9/7'] -> ((4/3 * 9/7) / (4/7 - (7/6 / 7/3)))
[1893014] ['4/3', '4/7', '7/3', '7/8', '9/2'] -> ((((4/3 / 4/7) + 7/3) / 7/8) * 9/2)
[1893017] ['4/3', '4/7', '7/3', '7/8', '9/7'] -> (9/7 / ((4/7 / 4/3) - (7/8 / 7/3)))
[1893022] ['4/3', '4/7', '7/3', '7/9', '8/7'] -> (8/7 / ((7/3 - (4/3 / 7/9)) - 4/7))
[1893029] ['4/3', '4/7', '7/3', '8/3', '8/3'] -> (((7/3 / 4/7) + 8/3) * (4/3 * 8/3))
[1893031] ['4/3', '4/7', '7/3', '8/3', '8/7'] -> (8/7 / (7/3 - (4/7 * (4/3 + 8/3))))
[1893034] ['4/3', '4/7', '7/3', '8/3', '9/4'] -> ((7/3 * ((4/3 + 4/7) + 8/3)) * 9/4)
[1893044] ['4/3', '4/7', '7/3', '8/5', '9/7'] -> (9/7 / (((7/3 - 4/3) / 8/5) - 4/7))
[1893046] ['4/3', '4/7', '7/3', '8/7', '8/7'] -> (8/7 / (7/3 - (4/3 * (4/7 + 8/7))))
[1893054] ['4/3', '4/7', '7/3', '8/9', '9/2'] -> ((((4/3 + 4/7) * 7/3) + 8/9) * 9/2)
[1893104] ['4/3', '4/7', '7/4', '7/6', '8/3'] -> (8/3 / (4/7 * (7/4 - (4/3 * 7/6))))
[1893114] ['4/3', '4/7', '7/4', '7/8', '7/9'] -> ((4/3 / (4/7 - (7/8 / 7/4))) / 7/9)
[1893120] ['4/3', '4/7', '7/4', '7/8', '9/4'] -> ((4/3 / ((4/7 * 7/4) - 7/8)) * 9/4)
[1893122] ['4/3', '4/7', '7/4', '7/8', '9/7'] -> ((4/3 / (4/7 - (7/8 / 7/4))) * 9/7)
[1893125] ['4/3', '4/7', '7/4', '7/9', '8/3'] -> (8/3 / ((4/7 * (7/4 + 7/9)) - 4/3))
[1893127] ['4/3', '4/7', '7/4', '7/9', '8/7'] -> (8/7 / (4/3 - ((4/7 * 7/4) / 7/9)))
[1893128] ['4/3', '4/7', '7/4', '7/9', '8/9'] -> (8/9 / ((4/3 * 7/9) - (4/7 * 7/4)))
[1893146] ['4/3', '4/7', '7/4', '8/5', '9/2'] -> ((((4/3 + 4/7) * 7/4) * 8/5) * 9/2)
[1893151] ['4/3', '4/7', '7/4', '8/7', '8/7'] -> ((8/7 / 4/3) / ((7/4 - 4/7) - 8/7))
[1893171] ['4/3', '4/7', '7/4', '9/4', '9/7'] -> ((4/3 / ((4/7 + 7/4) - 9/4)) * 9/7)
[1893177] ['4/3', '4/7', '7/4', '9/7', '9/8'] -> (9/8 / (((7/4 / 4/3) - 9/7) / 4/7))
[1893179] ['4/3', '4/7', '7/5', '7/5', '7/5'] -> ((4/7 * (7/5 + 7/5)) / (7/5 - 4/3))
[1893187] ['4/3', '4/7', '7/5', '7/5', '9/2'] -> (((4/3 + 4/7) * (7/5 + 7/5)) * 9/2)
[1893196] ['4/3', '4/7', '7/5', '7/6', '8/5'] -> (8/5 / (4/7 * (7/6 - (7/5 / 4/3))))
[1893201] ['4/3', '4/7', '7/5', '7/6', '9/5'] -> (9/5 / ((7/6 / 4/3) - (4/7 * 7/5)))
[1893202] ['4/3', '4/7', '7/5', '7/6', '9/7'] -> (9/7 / (((7/6 / 4/3) / 7/5) - 4/7))
[1893209] ['4/3', '4/7', '7/5', '7/8', '8/9'] -> ((4/3 / ((7/8 / 7/5) - 4/7)) - 8/9)
[1893221] ['4/3', '4/7', '7/5', '7/9', '9/4'] -> ((4/3 / ((7/5 - 4/7) - 7/9)) - 9/4)
[1893229] ['4/3', '4/7', '7/5', '8/3', '9/2'] -> ((((4/3 + 4/7) * 7/5) + 8/3) * 9/2)
[1893237] ['4/3', '4/7', '7/5', '8/5', '9/2'] -> ((((4/3 / 4/7) + 7/5) + 8/5) * 9/2)
[1893260] ['4/3', '4/7', '7/5', '9/4', '9/4'] -> ((4/3 / ((7/5 / 9/4) - 4/7)) - 9/4)
[1893270] ['4/3', '4/7', '7/6', '7/6', '7/6'] -> ((4/7 * 7/6) / ((7/6 * 7/6) - 4/3))
[1893273] ['4/3', '4/7', '7/6', '7/6', '8/3'] -> ((8/3 / 4/7) / ((4/3 - 7/6) * 7/6))
[1893288] ['4/3', '4/7', '7/6', '7/8', '9/2'] -> (9/2 / (((4/7 + 7/6) * 7/8) - 4/3))
[1893293] ['4/3', '4/7', '7/6', '7/9', '7/9'] -> (7/9 / (7/6 * ((7/9 / 4/7) - 4/3)))
[1893303] ['4/3', '4/7', '7/6', '8/3', '8/3'] -> (((4/3 + (7/6 / 4/7)) * 8/3) * 8/3)
[1893312] ['4/3', '4/7', '7/6', '8/5', '8/5'] -> ((4/7 / ((8/5 / 7/6) - 4/3)) * 8/5)
[1893322] ['4/3', '4/7', '7/6', '8/7', '9/2'] -> (9/2 / (((4/7 + 7/6) / 8/7) - 4/3))
[1893331] ['4/3', '4/7', '7/6', '8/9', '9/7'] -> ((4/7 / ((4/3 * 8/9) - 7/6)) / 9/7)
[1893333] ['4/3', '4/7', '7/6', '9/2', '9/2'] -> (((4/3 * 9/2) - (4/7 * 7/6)) * 9/2)
[1893373] ['4/3', '4/7', '7/8', '8/3', '9/2'] -> ((((4/3 / 4/7) / 7/8) + 8/3) * 9/2)
[1893378] ['4/3', '4/7', '7/8', '8/5', '8/5'] -> (8/5 / (((4/3 + 4/7) * 7/8) - 8/5))
[1893424] ['4/3', '4/7', '7/9', '8/3', '8/3'] -> ((((4/3 + 8/3) / 4/7) / 7/9) * 8/3)
[1893452] ['4/3', '4/7', '7/9', '8/9', '9/7'] -> (9/7 / (((4/3 - 7/9) / 8/9) - 4/7))
[1893457] ['4/3', '4/7', '7/9', '9/2', '9/7'] -> (9/7 / (((7/9 / 4/3) - 4/7) * 9/2))
[1893471] ['4/3', '4/7', '8/3', '8/3', '8/7'] -> (((4/3 + 8/3) + 8/7) / (4/7 / 8/3))
[1893472] ['4/3', '4/7', '8/3', '8/3', '8/9'] -> ((8/3 + 8/3) / ((8/9 / 4/7) - 4/3))
[1893474] ['4/3', '4/7', '8/3', '8/3', '9/4'] -> ((4/3 + ((8/3 + 8/3) / 4/7)) * 9/4)
[1893475] ['4/3', '4/7', '8/3', '8/3', '9/5'] -> ((((4/3 / 4/7) + 8/3) * 8/3) * 9/5)
[1893481] ['4/3', '4/7', '8/3', '8/5', '9/2'] -> ((((8/3 / 4/7) - 4/3) * 8/5) * 9/2)
[1893486] ['4/3', '4/7', '8/3', '8/7', '8/7'] -> ((4/7 + 8/7) * (8/3 / (4/3 - 8/7)))
[1893493] ['4/3', '4/7', '8/3', '8/9', '8/9'] -> (8/9 / ((8/3 * 8/9) - (4/3 / 4/7)))
[1893500] ['4/3', '4/7', '8/3', '9/2', '9/4'] -> (((8/3 / 4/7) + (4/3 * 9/2)) * 9/4)
[1893502] ['4/3', '4/7', '8/3', '9/2', '9/7'] -> ((((8/3 * 9/2) - 4/3) / 4/7) * 9/7)
[1893503] ['4/3', '4/7', '8/3', '9/2', '9/8'] -> (((4/3 + (8/3 / 4/7)) * 9/2) / 9/8)
[1893511] ['4/3', '4/7', '8/3', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/3) - (4/7 / 4/3)))
[1893517] ['4/3', '4/7', '8/5', '8/5', '9/2'] -> ((((4/3 * 8/5) / 4/7) + 8/5) * 9/2)
[1893524] ['4/3', '4/7', '8/5', '8/7', '9/2'] -> ((8/5 * (4/3 + (8/7 / 4/7))) * 9/2)
[1893535] ['4/3', '4/7', '8/5', '9/2', '9/2'] -> (((4/7 * 8/5) * (4/3 + 9/2)) * 9/2)
[1893551] ['4/3', '4/7', '8/7', '8/7', '8/9'] -> ((8/7 + 8/7) / ((8/9 / 4/3) - 4/7))
[1893568] ['4/3', '4/7', '8/7', '9/4', '9/4'] -> ((8/7 / ((4/3 / 9/4) - 4/7)) / 9/4)
[1893589] ['4/3', '4/7', '8/9', '9/4', '9/4'] -> ((8/9 / ((4/3 / 4/7) - 9/4)) * 9/4)
[1893591] ['4/3', '4/7', '8/9', '9/4', '9/7'] -> (9/7 / ((4/3 - (4/7 * 9/4)) / 8/9))
[1893602] ['4/3', '4/7', '9/2', '9/2', '9/7'] -> (((4/3 + 9/2) * 9/2) - (9/7 / 4/7))
[1893604] ['4/3', '4/7', '9/2', '9/4', '9/4'] -> ((9/2 / ((4/3 / 4/7) - 9/4)) / 9/4)
[1893606] ['4/3', '4/7', '9/2', '9/4', '9/7'] -> (9/7 / ((4/7 - (9/4 / 9/2)) / 4/3))
[1893617] ['4/3', '4/7', '9/4', '9/4', '9/8'] -> ((9/4 / ((4/3 / 4/7) - 9/4)) / 9/8)
[1893634] ['4/3', '4/9', '4/9', '4/9', '4/9'] -> (4/3 / ((4/9 / (4/9 + 4/9)) - 4/9))
[1893637] ['4/3', '4/9', '4/9', '4/9', '5/4'] -> (((4/9 + 4/9) / (4/3 - 5/4)) / 4/9)
[1893638] ['4/3', '4/9', '4/9', '4/9', '5/6'] -> ((4/3 + 4/9) / (4/9 - (4/9 * 5/6)))
[1893642] ['4/3', '4/9', '4/9', '4/9', '6/5'] -> ((4/3 + 4/9) / (4/9 - (4/9 / 6/5)))
[1893643] ['4/3', '4/9', '4/9', '4/9', '6/7'] -> ((4/3 + 4/9) / ((4/9 / 6/7) - 4/9))
[1893659] ['4/3', '4/9', '4/9', '4/9', '9/8'] -> ((4/3 / (9/8 - (4/9 / 4/9))) / 4/9)
[1893689] ['4/3', '4/9', '4/9', '5/3', '5/8'] -> ((5/3 / (4/9 - (4/9 / 4/3))) / 5/8)
[1893690] ['4/3', '4/9', '4/9', '5/3', '5/9'] -> ((4/9 + (4/3 * 5/3)) / (5/9 - 4/9))
[1893700] ['4/3', '4/9', '4/9', '5/3', '8/3'] -> (8/3 / (((4/9 * 5/3) / 4/3) - 4/9))
[1893703] ['4/3', '4/9', '4/9', '5/3', '8/9'] -> (5/3 / (4/9 - ((4/9 / 4/3) / 8/9)))
[1893712] ['4/3', '4/9', '4/9', '5/4', '5/8'] -> ((4/3 / (4/9 - (4/9 / 5/4))) / 5/8)
[1893718] ['4/3', '4/9', '4/9', '5/4', '7/4'] -> (7/4 / ((5/4 / (4/9 + 4/9)) - 4/3))
[1893720] ['4/3', '4/9', '4/9', '5/4', '7/6'] -> (7/6 / (((5/4 / 4/3) - 4/9) - 4/9))
[1893726] ['4/3', '4/9', '4/9', '5/4', '8/9'] -> (8/9 / ((4/3 * 4/9) - (4/9 * 5/4)))
[1893728] ['4/3', '4/9', '4/9', '5/4', '9/4'] -> (((4/9 + 4/9) / (4/3 - 5/4)) * 9/4)
[1893734] ['4/3', '4/9', '4/9', '5/6', '5/8'] -> ((4/3 / ((4/9 / 5/6) - 4/9)) / 5/8)
[1893739] ['4/3', '4/9', '4/9', '5/6', '7/3'] -> (7/3 / (((5/6 / 4/9) - 4/3) - 4/9))
[1893746] ['4/3', '4/9', '4/9', '5/6', '8/5'] -> ((4/3 * 8/5) / ((4/9 / 5/6) - 4/9))
